value,anomaly_score,label
950,0.999999404,1
939,0.9999994636,1
943,0.999999404,1
971,0.9999993443,1
1014,0.9999993443,1
1041,0.999999404,1
1023,0.9999995232,1
1030,0.9999994636,1
1004,0.9999995232,1
995,0.9999995232,1
989,0.9999995232,1
984,0.9999992847,1
984,0.999999404,1
991,0.999999404,1
1000,0.999999404,1
1013,0.999999404,1
1014,0.9999995232,1
1001,0.9999992847,1
988,0.9999995232,1
1024,0.9999995232,1
1041,0.9999995232,1
1038,0.999999404,1
1040,0.9999995232,1
999,0.9999996424,1
1043,0.9999995232,1
1064,0.999999404,1
1077,0.9999994636,1
1058,0.9999995232,1
1068,0.9999992847,1
1075,0.999999404,1
1104,0.999999404,1
1083,0.9999992847,1
1096,0.9999992847,1
1067,0.9999995232,1
1078,0.9999992847,1
1080,0.9999995232,1
1105,0.999999404,1
1112,0.9999995232,1
1121,0.9999995232,1
1099,0.9999995232,1
1080,0.999999404,1
1083,0.999999404,1
1138,0.999999404,1
1078,0.9999995232,1
1101,0.999999404,1
1103,0.9999995232,1
1119,0.999999404,1
1119,0.999999404,1
1121,0.999999404,1
1113,0.999999404,1
1046,0.999999404,1
1087,0.9999995232,1
1086,0.999999404,1
1099,0.999999404,1
1089,0.999999404,1
1128,0.9999995232,1
1112,0.9999995232,1
1112,0.999999404,1
1099,0.999999404,1
1098,0.9999995232,1
1095,0.9999995232,1
1088,0.9999993443,1
1069,0.9999992847,1
1089,0.9999995232,1
1067,0.9999995232,1
1101,0.999999404,1
1100,0.999999404,1
1102,0.9999995828,1
1136,0.999999404,1
1130,0.9999992847,1
1110,0.9999992847,1
1102,0.999999404,1
1090,0.9999995232,1
1043,0.999999404,1
1025,0.9999992847,1
991,0.999999404,1
1006,0.999999404,1
983,0.9999995232,1
1006,0.9999996424,1
985,0.9999995828,1
968,0.999999404,1
973,0.9999992847,1
1000,0.999999404,1
1004,0.9999995232,1
1004,0.9999994636,1
1013,0.999999404,1
1017,0.9999992847,1
1016,0.999999404,1
1005,0.9999994636,1
1008,0.9999992847,1
997,0.999999404,1
992,0.999999404,1
991,0.9999992847,1
1012,0.999999404,1
1018,0.999999404,1
1011,0.9999992847,1
1010,0.999999404,1
1000,0.9999992847,1
1006,0.9999995232,1
1000,0.999999404,1
1012,0.999999404,1
1001,0.999999404,1
1013,0.9999995232,1
1014,0.999999404,1
1001,0.9999995232,1
1009,0.9999992847,1
1006,0.999999404,1
1003,0.999999404,1
995,0.999999404,1
1007,0.999999404,1
1014,0.999999404,1
1008,0.9999996424,1
1014,0.9999994636,1
1010,0.999999404,1
1014,0.9999995232,1
1010,0.9999993443,1
1009,0.999999404,1
1022,0.999999404,1
1023,0.999999404,1
1024,0.9999995232,1
1022,0.9999995232,1
1068,0.999999404,1
1088,0.999999404,1
1106,0.999999404,1
1142,0.9999993443,1
1160,0.9999994636,1
1257,0.9999992847,1
1335,0.9999994636,1
1352,0.999999404,1
1390,0.9999995232,1
1449,0.9999993443,1
1495,0.999999404,1
1511,0.9999995828,1
1561,0.999999404,1
1593,0.9999995232,1
1684,0.9999992847,1
1644,0.9999995232,1
1598,0.9999995232,1
1621,0.9999995232,1
1657,0.999999404,1
1673,0.999999404,1
1667,0.999999404,1
1609,0.9999996424,1
1617,0.9999995232,1
1583,0.999999404,1
1595,0.999999404,1
1615,0.9999995232,1
1606,0.999999404,1
1607,0.9999995232,1
1592,0.9999995232,1
1594,0.9999995232,1
1603,0.9999995232,1
1551,0.9999995232,1
1546,0.999999404,1
1604,0.9999995232,1
1585,0.9999995232,1
1551,0.9999995232,1
1542,0.999999404,1
1522,0.9999995232,1
1488,0.9999992847,1
1451,0.999999404,1
1391,0.9999994636,1
1369,0.9999995232,1
1315,0.999999404,1
1248,0.999999404,1
1198,0.9999995232,1
1184,0.999999404,1
1183,0.999999404,1
1180,0.9999993443,1
1148,0.9999993443,1
1083,0.9999992847,1
1077,0.999999404,1
1093,0.9999995232,1
1095,0.999999404,1
1081,0.999999404,1
1035,0.999999404,1
1051,0.999999404,1
1045,0.9999994636,1
1025,0.9999993443,1
1033,0.9999992847,1
1068,0.9999995232,1
1065,0.9999992251,1
1050,0.9999995232,1
1006,0.999999404,1
1007,0.9999995232,1
1026,0.999999404,1
1029,0.999999404,1
1035,0.9999995232,1
1043,0.999999404,1
1011,0.9999995232,1
1005,0.999999404,1
1025,0.999999404,1
1018,0.999999404,1
1055,0.9999995232,1
1078,0.999999404,1
1055,0.999999404,1
1029,0.9999995232,1
988,0.999999404,1
924,0.999999404,1
985,0.999999404,1
990,0.9999995232,1
991,0.999999404,1
991,0.999999404,1
995,0.9999995232,1
987,0.999999404,1
999,0.9999994636,1
1026,0.9999995828,1
1035,0.9999993443,1
1036,0.999999404,1
1063,0.9999995232,1
1059,0.9999992847,1
1079,0.9999993443,1
1076,0.9999994636,1
1036,0.999999404,1
1025,0.9999992847,1
1013,0.999999404,1
1025,0.9999995232,1
1043,0.9999995232,1
1052,0.9999995232,1
1091,0.999999404,1
1155,0.999999404,1
1205,0.9999993443,1
1348,0.9999995232,1
1393,0.9999992847,1
1434,0.999999404,1
1471,0.999999404,1
1566,0.999999404,1
1665,0.9999992847,1
1637,0.9999994636,1
1622,0.999999404,1
1722,0.9999992847,1
1684,0.999999404,1
1613,0.9999994636,1
1579,0.999999404,1
1621,0.9999994636,1
1641,0.999999404,1
1646,0.999999404,1
1631,0.9999995232,1
1637,0.9999992847,1
1586,0.9999993443,1
1626,0.999999404,1
1593,0.999999404,1
1646,0.9999994636,1
1678,0.9999992847,1
1688,0.999999404,1
1654,0.9999995232,1
1625,0.9999995232,1
1607,0.9999992847,1
1589,0.999999404,1
1600,0.999999404,1
1595,0.999999404,1
1550,0.999999404,1
1503,0.999999404,1
1475,0.9999992847,1
1520,0.999999404,1
1563,0.999999404,1
1520,0.999999404,1
1448,0.999999404,1
1382,0.999999404,1
1337,0.999999404,1
1309,0.999999404,1
1291,0.999999404,1
1243,0.9999995232,1
1176,0.999999404,1
1160,0.9999995232,1
1102,0.9999995232,1
1057,0.9999995232,1
1068,0.999999404,1
1062,0.9999995232,1
1056,0.999999404,1
1053,0.999999404,1
1025,0.9999995232,1
1071,0.9999994636,1
1055,0.9999992847,1
1036,0.9999992847,1
1067,0.9999995232,1
1095,0.9999995232,1
1097,0.9999993443,1
1051,0.999999404,1
1049,0.999999404,1
1034,0.9999996424,1
1036,0.999999404,1
1057,0.9999992847,1
1046,0.9999992251,1
1028,0.9999992847,1
1055,0.999999404,1
1053,0.999999404,1
1052,0.999999404,1
1042,0.9999995232,1
1039,0.999999404,1
1064,0.9999995232,1
1087,0.9999993443,1
1109,0.999999404,1
1065,0.999999404,1
1047,0.999999404,1
1032,0.999999404,1
1028,0.999999404,1
1035,0.9999995232,1
1028,0.999999404,1
1018,0.999999404,1
1029,0.9999994636,1
1024,0.999999404,1
1126,0.999999404,1
1031,0.9999992847,1
1037,0.9999993443,1
1016,0.999999404,1
1005,0.999999404,1
1057,0.999999404,1
1048,0.999999404,1
1060,0.9999996424,1
1004,0.9999996424,1
1024,0.999999404,1
1071,0.9999992847,1
1091,0.9999992847,1
1217,0.9999995232,1
1101,0.999999404,1
1061,0.9999995232,1
1046,0.999999404,1
1066,0.999999404,1
1086,0.9999992847,1
1054,0.9999995232,1
1041,0.9999995232,1
1072,0.9999995232,1
1077,0.999999404,1
1089,0.9999992847,1
1077,0.9999995232,1
1089,0.9999992251,1
1108,0.999999404,1
1108,0.999999404,1
1107,0.999999404,1
1110,0.9999995232,1
1097,0.9999995232,1
1141,0.999999404,1
1126,0.999999404,1
1106,0.9999995232,1
1118,0.9999992847,1
1133,0.999999404,1
1097,0.9999995232,1
1097,0.999999404,1
1114,0.999999404,1
1108,0.9999995828,1
1124,0.999999404,1
1118,0.9999995232,1
1112,0.999999404,1
1106,0.999999404,1
1080,0.9999995232,1
1077,0.9999992847,1
1072,0.999999404,1
1085,0.999999404,1
1113,0.9999995232,1
1075,0.999999404,1
1073,0.999999404,1
1094,0.999999404,1
1103,0.9999995232,1
1099,0.9999992847,1
1111,0.9999992251,1
1109,0.999999404,1
1099,0.999999404,1
1093,0.999999404,1
1097,0.9999995232,1
1073,0.9999995232,1
1071,0.9999993443,1
1062,0.9999992251,1
1054,0.999999404,1
1059,0.9999995232,1
1030,0.999999404,1
1011,0.9999994636,1
1006,0.9999995232,1
1077,0.999999404,1
1129,0.9999995232,1
1116,0.999999404,1
1111,0.999999404,1
1103,0.999999404,1
1071,0.9999993443,1
1047,0.999999404,1
1024,0.999999404,1
1039,0.999999404,1
1020,0.999999404,1
1013,0.9999992847,1
1043,0.9999992847,1
1025,0.9999995232,1
1032,0.999999404,1
1009,0.999999404,1
1004,0.999999404,1
990,0.9999992251,1
1011,0.999999404,1
1000,0.999999404,1
1007,0.9999992847,1
1015,0.9999995232,1
1004,0.9999995232,1
1011,0.9999994636,1
1020,0.999999404,1
974,0.9999992847,1
981,0.999999404,1
974,0.9999995232,1
984,0.9999992847,1
977,0.999999404,1
973,0.999999404,1
966,0.9999995232,1
969,0.9999995232,1
1020,0.9999994636,1
1005,0.9999992847,1
1009,0.9999994636,1
1013,0.999999404,1
1005,0.9999995232,1
1005,0.999999404,1
1009,0.9999995232,1
1024,0.999999404,1
1024,0.9999992847,1
1020,0.9999995828,1
998,0.999999404,1
998,0.999999404,1
983,0.999999404,1
978,0.999999404,1
977,0.9999992847,1
1009,0.999999404,1
994,0.999999404,1
1017,0.9999992847,1
1007,0.999999404,1
1018,0.999999404,1
1033,0.9999993443,1
1037,0.9999992847,1
1029,0.999999404,1
1040,0.999999404,1
1020,0.9999995232,1
1022,0.999999404,1
1030,0.999999404,1
1032,0.9999995232,1
1003,0.999999404,1
1021,0.999999404,1
1027,0.9999995232,1
1037,0.9999995232,1
1030,0.9999995232,1
1020,0.999999404,1
1008,0.9999994636,1
1004,0.9999993443,1
1001,0.999999404,1
990,0.999999404,1
979,0.9999995232,1
994,0.999999404,1
991,0.999999404,1
999,0.999999404,1
987,0.9999992847,1
990,0.999999404,1
1012,0.9999995232,1
1013,0.999999404,1
1012,0.9999995232,1
1009,0.9999995232,1
997,0.999999404,1
1015,0.9999995232,1
1004,0.9999995232,1
1016,0.999999404,1
1006,0.999999404,1
1024,0.9999992847,1
1018,0.9999995232,1
1005,0.999999404,1
1007,0.999999404,1
1018,0.999999404,1
1028,0.9999995232,1
1030,0.9999995232,1
1024,0.999999404,1
1038,0.9999995828,1
1016,0.999999404,1
1014,0.999999404,1
1019,0.9999992847,1
1016,0.999999404,1
1033,0.9999992847,1
1025,0.9999992847,1
1017,0.9999992847,1
1013,0.999999404,1
1013,0.999999404,1
1020,0.9999995232,1
1016,0.9999992847,1
1012,0.9999993443,1
1013,0.9999993443,1
1011,0.9999992251,1
1008,0.9999995232,1
1019,0.9999995232,1
1019,0.9999995232,1
1022,0.999999404,1
1008,0.9999995232,1
1001,0.999999404,1
1009,0.999999404,1
1009,0.9999994636,1
1001,0.9999996424,1
1002,0.9999993443,1
1005,0.9999995232,1
1004,0.999999404,1
1004,0.999999404,1
999,0.999999404,1
1011,0.9999992847,1
1006,0.9999995232,1
1015,0.999999404,1
1027,0.9999992847,1
1027,0.9999995232,1
1026,0.999999404,1
1029,0.999999404,1
1020,0.9999994636,1
1014,0.9999994636,1
1028,0.9999994636,1
1028,0.9999996424,1
1011,0.9999995232,1
1023,0.9999992847,1
1031,0.9999992847,1
1044,0.9999992847,1
1044,0.999999404,1
1123,0.999999404,1
1134,0.999999404,1
1158,0.9999995232,1
1215,0.999999404,1
1287,0.999999404,1
1367,0.9999995232,1
1454,0.9999994636,1
1528,0.9999995232,1
1653,0.999999404,1
1742,0.9999994636,1
1720,0.9999995232,1
1699,0.999999404,1
1728,0.999999404,1
1752,0.999999404,1
1767,0.9999994636,1
1799,0.9999995232,1
1836,0.999999404,1
1830,0.999999404,1
1855,0.999999404,1
1904,0.9999994636,1
1843,0.9999992847,1
1849,0.999999404,1
1833,0.999999404,1
1837,0.9999994636,1
1838,0.999999404,1
1836,0.999999404,1
1854,0.999999404,1
1817,0.9999995828,1
1810,0.9999994636,1
1814,0.999999404,1
1807,0.9999995232,1
1773,0.999999404,1
1798,0.999999404,1
1755,0.999999404,1
1743,0.9999995232,1
1736,0.999999404,1
1749,0.9999992847,1
1748,0.9999992847,1
1706,0.9999996424,1
1679,0.9999995232,1
1631,0.9999995232,1
1603,0.999999404,1
1448,0.9999994636,1
1375,0.999999404,1
1393,0.9999995232,1
1327,0.999999404,1
1345,0.9999995232,1
1309,0.999999404,1
1158,0.9999995232,1
1176,0.9999993443,1
1196,0.999999404,1
1197,0.999999404,1
1168,0.999999404,1
1146,0.999999404,1
1151,0.9999995232,1
1071,0.999999404,1
1108,0.999999404,1
1118,0.9999995232,1
1130,0.9999992847,1
1086,0.999999404,1
1139,0.9999992847,1
1148,0.9999995232,1
1130,0.999999404,1
1136,0.9999996424,1
1127,0.9999995232,1
1125,0.9999993443,1
1095,0.9999992847,1
1078,0.999999404,1
1088,0.999999404,1
1106,0.999999404,1
1104,0.9999992847,1
1076,0.9999992847,1
1104,0.999999404,1
1097,0.9999995232,1
1095,0.999999404,1
1132,0.999999404,1
1076,0.999999404,1
1135,0.999999404,1
1114,0.999999404,1
1081,0.999999404,1
1123,0.9999992847,1
1074,0.999999404,1
1030,0.999999404,1
1035,0.9999992847,1
1061,0.999999404,1
1060,0.9999995232,1
1079,0.9999994636,1
1112,0.9999992847,1
1096,0.999999404,1
1132,0.999999404,1
1148,0.999999404,1
1149,0.999999404,1
1135,0.999999404,1
