value,anomaly_score,label
196.37467,0.0,0
196.49124,0.0,0
196.79989,0.0,0
197.1757,0.0,0
197.87943,0.0,0
198.67282,0.0,0
199.63593,0.0,0
201.0625,0.0,0
202.46327,0.0,0
203.71018,0.0,0
205.90461,0.0,0
208.16293,0.0,0
209.46752,0.0,0
210.35479,0.0,0
210.90521,0.0,0
211.91522,0.0,0
212.26944,0.0,0
212.48127,0.0,0
212.24271,0.0,0
212.84932,0.0,0
212.49196,0.0,0
212.33864,0.0,0
211.8999,0.0,0
211.67211,0.0,0
211.95266,0.0,0
211.90011,0.0,0
210.9523,0.0,0
210.8465,0.0,0
211.02749,0.0,0
212.35113,0.0,0
214.2804,0.0,0
216.41677,0.0,0
218.85547,0.0,0
220.6633,0.0,0
223.02175,0.0,0
225.47862,0.0,0
227.56599,0.0,0
229.59003,0.0,0
232.88718,0.0,0
236.15162,0.0,0
240.19164,0.0,0
246.10774,0.0,0
254.02624,0.0,0
264.90377,0.0,0
279.48018,0.0,0
296.21572,0.0,0
316.42351,0.0,0
336.03382,0.0,0
355.63806,0.0,0
375.3932,0.0,0
395.65252,0.0,0
416.46256,0.0,0
436.44498,0.0,0
453.86675,0.0,0
468.9415,0.0,0
478.82249,0.0,0
483.59187,0.0,0
486.03595,0.0,0
488.1994,0.0,0
489.63636,0.0,0
490.46293,0.0,0
490.80203,0.0,0
490.74079,0.0,0
490.44565,0.0,0
489.70511,0.0,0
487.41583,0.0,0
483.47118,0.0,0
475.95054,0.0,0
463.83114,0.0,0
447.48766,0.0,0
427.47354,0.0,0
404.52878,0.0,0
382.15931,0.0,0
360.59593,0.0,0
341.05245,0.0,0
321.69882,0.0,0
304.00901,0.0,0
286.92369,0.0,0
271.12695,0.0,0
259.71042,0.0,0
252.19359,0.0,0
247.62466,0.0,0
245.74633,0.0,0
244.94236,0.0,0
244.84095,0.0,0
244.49044,0.0,0
243.78802,0.0,0
243.36962,0.0,0
242.42046,0.0,0
241.32661,0.0,0
240.76951,0.0,0
240.45603,0.0,0
240.40774,0.0,0
239.85694,0.0,0
237.19938,0.0,0
230.80698,0.0,0
225.47655,0.0,0
220.72142,0.0,0
216.53448,0.0,0
214.51299,0.0,0
214.10438,0.0,0
215.08887,0.0,0
215.79222,0.0,0
215.71584,0.0,0
215.31074,0.0,0
214.63959,0.0,0
214.18649,0.0,0
213.95051,0.0,0
213.43406,0.0,0
213.34673,0.0,0
213.01126,0.0,0
212.81384,0.0,0
212.53556,0.0,0
211.87767,0.0,0
210.82362,0.0,0
210.09966,0.0,0
209.41099,0.0,0
209.22979,0.0,0
209.09295,0.0,0
209.25999,0.0,0
209.43188,0.0,0
209.9506,0.0,0
210.84022,0.0,0
211.25305,0.0,0
211.38648,0.0,0
211.26812,0.0,0
210.852,0.0,0
210.0285,0.0,0
209.51839,0.0,0
208.84488,0.0,0
208.15797,0.0,0
207.48517,0.0,0
206.25765,0.0,0
205.82205,0.0,0
205.04505,0.0,0
204.62785,0.0,0
203.95252,0.0,0
203.59312,0.0,0
203.35247,0.0,0
202.99151,0.0,0
202.85241,0.0,0
202.83449,0.0,0
202.7643,0.0,0
202.90415,0.0,0
202.92624,0.0,0
202.94226,0.0,0
203.25442,0.0,0
203.86334,0.0,0
204.1101,0.0,0
204.10822,0.0,0
203.8357,0.0,0
203.73618,0.0,0
203.52642,0.0,0
203.6008,0.0,0
203.96455,0.0,0
204.54175,0.0,0
205.06615,0.0,0
205.92829,0.0,0
206.90205,0.0,0
207.54334,0.0,0
208.16024,0.0,0
208.53789,0.0,0
208.83092,0.0,0
208.9044,0.0,0
209.17391,0.0,0
209.26235,0.0,0
209.26801,0.0,0
209.4407,0.0,0
209.74913,0.0,0
209.90429,0.0,0
210.46409,0.0,0
211.13219,0.0,0
211.65866,0.0,0
212.37254,0.0,0
213.08956,0.0,0
214.17229,0.0,0
215.53584,0.0,0
217.11765,0.0,0
218.01701,0.0,0
220.04752,0.0,0
221.5773,0.0,0
220.30809,0.0,0
219.14881,0.0,0
220.12727,0.0,0
221.77193,0.0,0
224.69854,0.0,0
227.55972,0.0,0
229.87589,0.0,0
231.87575,0.0,0
234.05864,0.0,0
236.55681,0.0,0
239.69722,0.0,0
243.34322,0.0,0
248.90995,0.0,0
257.28047,0.0,0
270.3857,0.0,0
288.3977,0.0,0
309.06536,0.0,0
330.43985,0.0,0
350.91481,0.0,0
370.59929,0.0,0
390.38262,0.0,0
410.21115,0.0,0
428.63377,0.0,0
444.64834,0.0,0
457.86829,0.0,0
466.66985,0.0,0
471.56127,0.0,0
473.94537,0.0,0
475.82801,0.0,0
476.81502,0.0,0
477.33946,0.0,0
477.32136,0.0,0
477.25742,0.0,0
476.79927,0.0,0
476.19083,0.0,0
475.76449,0.0,0
475.74038,0.0,0
475.47587,0.0,0
474.89573,0.0,0
474.47236,0.0,0
473.95985,0.0,0
473.00792,0.0,0
471.89271,0.0,0
470.55103,0.0,0
468.60507,0.0,0
466.13085,0.0,0
460.63152,0.0,0
452.40242,0.0,0
441.35933,0.0,0
427.30407,0.0,0
410.30146,0.0,0
390.8122,0.0,0
370.98003,0.0,0
351.41959,0.0,0
332.62146,0.0,0
314.32821,0.0,0
296.67869,0.0,0
279.92131,0.0,0
265.822,0.0,0
254.10962,0.0,0
245.03546,0.0,0
238.85378,0.0,0
235.16837,0.0,0
233.48788,0.0,0
233.44051,0.0,0
233.94776,0.0,0
235.22069,0.0,0
236.37684,0.0,0
237.50894,0.0,0
237.66104,0.0,0
237.23055,0.0,0
235.58276,0.0,0
233.77755,0.0,0
231.74854,0.0,0
229.2123,0.0,0
226.42449,0.0,0
222.59745,0.0,0
217.61707,0.0,0
212.86513,0.0,0
208.38727,0.0,0
206.50282,0.0,0
205.18477,0.0,0
204.2372,0.0,0
205.01578,0.0,0
206.38663,0.0,0
208.57035,0.0,0
211.0107,0.0,0
211.96564,0.0,0
212.16095,0.0,0
